"","StartDate","EndDate","IPAddress","Duration","RecordedDate","ResponseId","LocationLatitude","LocationLongitude","ProlificID","Gender","Education","Salary","AIKnowledge","UsedAI","TimeEnergy","SimilarTasks","EnhanceHurt","Attention","Comments","Submission.id","Started.at","Completed.at","Reviewed.at","Archived.at","Time.taken","Completion.code","Total.approvals","Employment.sector","Age","Sex","Ethnicity","Country.of.birth","Country.of.residence","Language","Student.status","Employment.status"
"479","04/16/2023 19:48","04/16/2023 19:49","38.15.36.66",47,"04/16/2023 19:49","R_24cx3L3aA8zbLYY",40.5447,-105.1069,"61f2ad10a09e72f23cbaf7aa","Male","Bachelor’s Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643ca571f12362dcf220a34d","2023-04-17T01:48:35.666000Z","2023-04-17T01:49:27.081000Z","2023-04-17T01:49:27.511000","2023-04-17T01:49:27.445251Z",52,"CE3DWF28",1554,"Medicine","25","Male","White","United States","United States","English","DATA_EXPIRED","Full-Time"
"480","04/16/2023 19:48","04/16/2023 19:52","74.133.21.38",244,"04/16/2023 19:52","R_2xORuUFvidJWyp7",39.8722,-82.0935,"5dd3488e181abc35d131ef34","Male","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643ca56a1a77f76f293398e3","2023-04-17T01:48:30.565000Z","2023-04-17T01:52:49.535000Z","2023-04-17T01:52:49.990000","2023-04-17T01:52:49.929471Z",259,"CE3DWF28",2266,"Medicine","40","Male","White","United States","United States","English","No","Part-Time"
"481","04/16/2023 19:52","04/16/2023 19:54","205.178.43.217",147,"04/16/2023 19:54","R_2V1NSlb3hdpMt2f",41.8482,-87.6521,"5a2f3ab1be6db60001368946","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643ca609da213c05e817371b","2023-04-17T01:52:24.685000Z","2023-04-17T01:54:56.861000Z","2023-04-17T01:54:57.262000","2023-04-17T01:54:57.198402Z",153,"CE3DWF28",136,"Medicine","24","Female","White","United States","United States","English","Yes","Full-Time"
"482","04/16/2023 19:55","04/16/2023 19:57","206.222.215.225",70,"04/16/2023 19:57","R_D04PAPmcJIR7YIh",40.9219,-98.3448,"5eb2683a11c5fb1c62114b5e","Male","Graduate Degree","$100,000+","Somewhat familiar (heard of AI but have no knowledge of it)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643ca720fac6bf0dd5dc458e","2023-04-17T01:55:48.200000Z","2023-04-17T01:57:02.708000Z","2023-04-17T01:57:03.165000","2023-04-17T01:57:03.102233Z",75,"CE3DWF28",1788,"Medicine","33","Male","Other","United States","United States","Spanish","DATA_EXPIRED","Full-Time"
"483","04/16/2023 19:56","04/16/2023 19:57","69.162.253.44",83,"04/16/2023 19:57","R_3OksOxOmPi5CO41",40.8446,-111.9191,"627426f35bbef15c65add1cd","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","some time","Can perform many tasks","enhance","Compose an email","","643ca745654ec831090a2f4c","2023-04-17T01:56:24.696000Z","2023-04-17T01:57:51.756000Z","2023-04-17T01:57:52.256000","2023-04-17T01:57:52.157699Z",88,"CE3DWF28",1394,"Medicine","31","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"484","04/16/2023 19:59","04/16/2023 20:04","68.53.107.168",304,"04/16/2023 20:04","R_sNAbXDnodDhHwc1",37.0634,-88.6632,"63be5b045c55f7f511c5b1c4","Female","Some College","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","I Don't Know","neutral","Cannot perform any tasks","neither","Compose an email","","643ca80621f68166488b0b99","2023-04-17T01:59:39.816000Z","2023-04-17T02:04:54.001000Z","2023-04-17T02:04:54.557000","2023-04-17T02:04:54.479986Z",315,"CE3DWF28",65,"Medicine","30","Female","White","United States","United States","English","No","Part-Time"
"485","04/16/2023 20:02","04/16/2023 20:05","98.61.206.182",155,"04/16/2023 20:05","R_1Q5xRHboytcyWay",44.9548,-93.1551,"5ea497072b246644ea12dc12","Female","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Compose an email","","643ca8afe2e83fc5bf60e420","2023-04-17T02:02:26.061000Z","2023-04-17T02:05:05.030000Z","2023-04-17T02:05:05.608000","2023-04-17T02:05:05.512124Z",159,"CE3DWF28",2461,"Medicine","24","Female","White","United States","United States","English","Yes","Part-Time"
"486","04/16/2023 20:03","04/16/2023 20:05","47.201.174.189",83,"04/16/2023 20:05","R_3haVXVGlWMTuxpK",27.7728,-82.6379,"610840a82c975dee030ea34d","Female","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643ca90637fb3f331260e46c","2023-04-17T02:03:55.615000Z","2023-04-17T02:05:25.585000Z","2023-04-17T02:05:26.027000","2023-04-17T02:05:25.955673Z",90,"CE3DWF28",471,"Medicine","26","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"487","04/16/2023 20:07","04/16/2023 20:08","71.90.94.34",53,"04/16/2023 20:08","R_28AImm0NsMlbs9O",42.417,-88.9995,"642f7d74f368ec8e575175e1","Male","Bachelor’s Degree","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","No","some time","Cannot perform any tasks","detract","Compose an email","","643ca9d74bb4a9634420a348","2023-04-17T02:07:22.394000Z","2023-04-17T02:08:19.280000Z","2023-04-17T02:08:19.760000","2023-04-17T02:08:19.700154Z",57,"CE3DWF28",8,"Medicine","25","Male","White","United States","United States","English","Yes","Part-Time"
"488","04/16/2023 20:08","04/16/2023 20:08","73.236.48.97",47,"04/16/2023 20:08","R_3hDPQaWRfVjuAUz",40.4467,-79.6842,"63d40481d12fc9cc4c1adab0","Male","Graduate Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643ca9fc9d936ef881672d29","2023-04-17T02:07:59.155000Z","2023-04-17T02:08:50.288000Z","2023-04-17T02:08:50.691000","2023-04-17T02:08:50.623462Z",52,"CE3DWF28",452,"Medicine","27","Male","White","United States","United States","English","No","Full-Time"
"489","04/16/2023 20:07","04/16/2023 20:09","68.12.181.172",121,"04/16/2023 20:09","R_cO0xBdmygsZFD3z",35.5189,-97.5354,"5c291c9e1496350001cd4646","Male","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","enhance","Operate a self-driving car","","643ca9f2c2ff7acd9417372d","2023-04-17T02:07:49.381000Z","2023-04-17T02:09:53.795000Z","2023-04-17T02:09:54.226000","2023-04-17T02:09:54.167363Z",125,"CE3DWF28",1413,"Medicine","39","Male","Other","United States","United States","English","No","Full-Time"
"490","04/16/2023 20:08","04/16/2023 20:09","69.132.178.146",72,"04/16/2023 20:09","R_1dLzzMgd0hvJprM",35.2227,-80.7938,"5c1061cc7f73e20001186615","Female","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","No","some time","Can perform only a few tasks","enhance","Compose an email","no","643caa22e27ba606f3aa4ec5","2023-04-17T02:08:39.948000Z","2023-04-17T02:09:56.284000Z","2023-04-17T02:09:56.714000","2023-04-17T02:09:56.644386Z",77,"CE3DWF28",1173,"Medicine","29","Female","Asian","United States","United States","Vietnamese","No","Full-Time"
"491","04/16/2023 20:08","04/16/2023 20:10","174.50.159.55",111,"04/16/2023 20:10","R_3svsyUqBK2a0rTO",38.581,-121.4939,"62e33e19103dbbbc8e094e76","Female","Graduate Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","neither","Predict a future weather event","","643caa303921c4a3f4e3e035","2023-04-17T02:08:51.504000Z","2023-04-17T02:10:47.875000Z","2023-04-17T02:10:48.306000","2023-04-17T02:10:48.227900Z",117,"CE3DWF28",416,"Medicine","29","Female","White","United States","United States","English","No","Full-Time"
"492","04/16/2023 20:04","04/16/2023 20:12","99.99.159.104",467,"04/16/2023 20:12","R_3G0uze6d6feCDp8",30.0931,-97.8565,"610aaf651f5e36d3a76b199f","Female","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform only a few tasks","detract","Compose an email","","643ca91ebf63dbff9793d8d1","2023-04-17T02:04:16.554000Z","2023-04-17T02:12:08.603000Z","2023-04-17T02:12:09.082000","2023-04-17T02:12:09.028821Z",473,"CE3DWF28",600,"Medicine","22","Female","Other","United States","United States","Spanish","DATA_EXPIRED","DATA_EXPIRED"
"493","04/16/2023 20:15","04/16/2023 20:19","107.115.239.76",245,"04/16/2023 20:19","R_271JrnUQWYAWtCU",38.5774,-90.6709,"5fde6c73ad8fba6069f139ed","Male","Bachelor’s Degree","$25,001 - $50,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643cabc5d979246c854788d7","2023-04-17T02:15:36.294000Z","2023-04-17T02:19:48.212000Z","2023-04-17T02:19:48.607000","2023-04-17T02:19:48.542916Z",252,"CE3DWF28",1286,"Medicine","24","Male","White","United States","United States","English","Yes","Full-Time"
"494","04/16/2023 20:19","04/16/2023 20:21","172.220.231.45",103,"04/16/2023 20:21","R_2UYGjRl3zoghMYe",35.4502,-79.1362,"5d88f010859c9e0001810e88","Female","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","little time","Can perform only a few tasks","enhance","Compose an email","","643cacaaa0452021f7853248","2023-04-17T02:19:24.838000Z","2023-04-17T02:21:11.566000Z","2023-04-17T02:21:11.982000","2023-04-17T02:21:11.923169Z",107,"CE3DWF28",3097,"Medicine","49","Female","White","United States","United States","English","No","Full-Time"
"495","04/16/2023 20:19","04/16/2023 20:22","172.56.113.4",195,"04/16/2023 20:22","R_3Op4bjxp1l8v0JJ",41.8307,-71.3982,"5fb163956055b15fb0bcef6d","Female","Some College","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","neutral","Cannot perform any tasks","neither","Compose an email","","643cac9ca2d962dd7f672cdb","2023-04-17T02:19:13.514000Z","2023-04-17T02:22:36.707000Z","2023-04-17T02:22:41.396000","2023-04-17T02:22:39.876994Z",204,"CE3DWF28",605,"Medicine","56","Female","White","United States","United States","English","No","Full-Time"
"496","04/16/2023 20:22","04/16/2023 20:23","71.117.163.197",36,"04/16/2023 20:23","R_8dprIIq43vD0R1v",41.8307,-71.3982,"62a885d5b6af18b3d4579e1b","Male","Bachelor’s Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Operate a self-driving car","","643cad6f424e54e17d2f2922","2023-04-17T02:22:39.089000Z","2023-04-17T02:23:19.403000Z","2023-04-17T02:23:19.842000","2023-04-17T02:23:19.768483Z",41,"CE3DWF28",2022,"Medicine","30","Male","Mixed","United States","United States","English","Yes","Full-Time"
"497","04/16/2023 20:24","04/16/2023 20:25","71.228.128.111",59,"04/16/2023 20:25","R_2dW0JzeMGdCMqNW",32.0773,-81.0901,"63d98b8a0893311682d7a388","Male","Graduate Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform many tasks","enhance","Compose an email","","643cade18dca43d895512d62","2023-04-17T02:24:36.638000Z","2023-04-17T02:25:44.810000Z","2023-04-17T02:25:45.284000","2023-04-17T02:25:45.208611Z",69,"CE3DWF28",146,"Medicine","30","Male","White","United States","United States","English","No","Full-Time"
"498","04/16/2023 20:25","04/16/2023 20:27","107.77.234.209",126,"04/16/2023 20:27","R_1Lk6H29XP9VYuR0",33.7485,-84.3871,"62eaf0f49c1eca5518e58177","Male","Bachelor’s Degree","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","No","little time","Can perform only a few tasks","neither","Compose an email","","643cadeb0116bdf3c50a2f1e","2023-04-17T02:25:07.986000Z","2023-04-17T02:27:20.516000Z","2023-04-17T02:27:22.359000","2023-04-17T02:27:22.290787Z",133,"CE3DWF28",1751,"Medicine","33","Male","White","United States","United States","English","No","Full-Time"
"499","04/16/2023 20:28","04/16/2023 20:29","52.124.36.118",88,"04/16/2023 20:29","R_vIxUsNweXHxfipP",41.6489,-83.6015,"5be87e33a14b540001aa2ea5","Female","Graduate Degree","$100,000+","Moderately familiar (have some understanding of what AI is and how it works)","Yes","lot of time","Can perform only a few tasks","enhance","Compose an email","","643caec689de018a0522f05d","2023-04-17T02:28:27.367000Z","2023-04-17T02:29:58.983000Z","2023-04-17T02:29:59.579000","2023-04-17T02:29:59.529741Z",92,"CE3DWF28",3960,"Medicine","32","Female","White","United States","United States","English","No","Full-Time"
"500","04/17/2023 07:06","04/17/2023 07:08","98.165.237.32",88,"04/17/2023 07:08","R_bsmtAwhueEchFh7",33.4475,-112.0866,"5dc774e90a0b38558f2568f2","Male","Graduate Degree","$100,000+","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","neither","Compose an email","","643d4464433542838a7f96b6","2023-04-17T13:06:48.417000Z","2023-04-17T13:08:23.731000Z","2023-04-17T13:08:24.584000","2023-04-17T13:08:24.507642Z",96,"CE3DWF28",189,"STEM/IT","33","Male","White","United States","United States","English","DATA_EXPIRED","Full-Time"
"501","04/17/2023 07:28","04/17/2023 07:29","108.20.19.221",111,"04/17/2023 07:30","R_3FVRNJ7NrlNLucI",42.4188,-71.1557,"5e120ce27855d389ae690a01","Male","Some College","$100,000+","Extremely knowledgeable (have an in-depth understanding of AI and its technical workings)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","","643d49600359c82272ac6a87","2023-04-17T13:28:05.948000Z","2023-04-17T13:30:01.727000Z","2023-04-17T13:30:02.133000","2023-04-17T13:30:02.073390Z",116,"CE3DWF28",215,"STEM/IT","49","Male","White","United States","United States","English","No","Full-Time"
"502","04/17/2023 07:30","04/17/2023 07:31","208.125.191.194",82,"04/17/2023 07:31","R_0v2V4WGwANiNRhn",42.8354,-78.7573,"5e76d82cd701da2568b5144e","Female","Bachelor’s Degree","$25,001 - $50,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643d49e7e09ee4e6a415519f","2023-04-17T13:30:17.731000Z","2023-04-17T13:31:43.232000Z","2023-04-17T13:31:43.772000","2023-04-17T13:31:43.669982Z",86,"CE3DWF28",321,"STEM/IT","23","Female","Other","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"503","04/17/2023 07:53","04/17/2023 07:55","152.3.43.53",122,"04/17/2023 07:55","R_3n1mmiQ5VxVqbq4",36.0229,-78.9464,"5e4aa4c11e0136000af57a42","Male","Some College","$0 - $25,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","no time","Cannot perform any tasks","neither","Compose an email","","643d4f611d3e1942ac7bdbb3","2023-04-17T13:53:41.329000Z","2023-04-17T13:55:48.463000Z","2023-04-17T13:55:48.995000","2023-04-17T13:55:48.927528Z",128,"CE3DWF28",1660,"STEM/IT","22","Male","White","United States","United States","English","Yes","Part-Time"
"504","04/17/2023 08:10","04/17/2023 08:11","68.132.234.43",51,"04/17/2023 08:11","R_1IM1IihwFF7TyIL",40.7114,-74.0005,"5fc7e1a6984e2507f4df948e","Female","Bachelor’s Degree","$75,001 - $100,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform many tasks","enhance","Compose an email","","643d535ebd0f8b81cc1adbc5","2023-04-17T14:10:42.016000Z","2023-04-17T14:11:36.072000Z","2023-04-17T14:11:36.487000","2023-04-17T14:11:36.420035Z",55,"CE3DWF28",920,"STEM/IT","26","Female","White","United States","United States","English","DATA_EXPIRED","DATA_EXPIRED"
"505","04/17/2023 08:11","04/17/2023 08:11","173.29.56.149",39,"04/17/2023 08:11","R_1Oxbpp6gMh8iJ6L",40.8422,-89.6402,"5e5410f5be932e06384a03ec","Male","Bachelor’s Degree","$75,001 - $100,000","Very familiar (up to date with AI trends and developments)","No","some time","Can perform only a few tasks","neither","Compose an email","","643d5375fce2fdb6e399a4d8","2023-04-17T14:11:04.772000Z","2023-04-17T14:11:47.257000Z","2023-04-17T14:11:47.747000","2023-04-17T14:11:47.687792Z",43,"CE3DWF28",1558,"STEM/IT","31","Male","Asian","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
"506","04/17/2023 08:12","04/17/2023 08:14","172.109.171.3",134,"04/17/2023 08:14","R_1LoIm1yKii1CfvE",27.935,-82.3772,"63d81f3f9fb108f7012ed455","Male","Some College","$50,001 - $75,000","Moderately familiar (have some understanding of what AI is and how it works)","Yes","some time","Can perform all tasks","enhance","Compose an email","","643d53d3ceba23d5b2d5de7a","2023-04-17T14:12:39.172000Z","2023-04-17T14:14:56.463000Z","2023-04-17T14:14:56.938000","2023-04-17T14:14:56.866794Z",138,"CE3DWF28",305,"STEM/IT","48","Male","White","United States","United States","English","No","Full-Time"
"507","04/17/2023 08:16","04/17/2023 08:19","136.34.39.58",136,"04/17/2023 08:19","R_YbIBFdL2j3K03tL",39.1027,-94.5925,"6143c28b6d84339f28982fb5","Male","Graduate Degree","$0 - $25,000","Very familiar (up to date with AI trends and developments)","Yes","some time","Can perform only a few tasks","enhance","Compose an email","I'm a writer, and AI can quickly give me an outline about a topic, or a bunch of writing prompts. I use it all the time.","643d54c933b438a6e4a93722","2023-04-17T14:16:46.188000Z","2023-04-17T14:19:15.202000Z","2023-04-17T14:19:16.182000","2023-04-17T14:19:16.123994Z",150,"CE3DWF28",999,"STEM/IT","43","Male","Mixed","United States","United States","English","No","Not in paid work (e.g. homemaker', 'retired or disabled)"
